count,elapsed_time,delay_time
1,0.0006582736968994141,5.316734313964844e-05
2,41205.8947660923,0.09423351287841797
3,41207.52472662926,0.26337385177612305
4,41208.613681554794,0.14584684371948242
5,41209.38671159744,0.12447738647460938
6,41210.14611840248,0.09107613563537598
